,content,id,lat,location,lon,time,user,user_id
361,Seriously ...forget the bread and milk and you should have these winter and snow storm… https://t.co/PRjVDgEXJu,971747646804180992,-71.0617,Boston,42.3578,2018-03-08 14:01:07,LaDanielaBeauty,224788851
362,"Today's Paper: Documents heighten fears that recent storm surges are evidence of rising seas, records trace odd beh… https://t.co/gfsxOqvpkQ",971747457515352064,,Boston,,2018-03-08 14:00:22,BostonGlobe,95431448
363,RT @ItsJackieBtch: Why do people buy bread and milk before a snow storm?,971747424741060608,,Boston,,2018-03-08 14:00:14,Cliff02138,256740229
364,When you wake up in the morning and the first thing you notice is nothing showing up on the screen of your alarm cl… https://t.co/VrDVmzdoHo,971747393644449792,,Boston,,2018-03-08 14:00:07,sheshn94,3333918749
365,All Massachusetts RMV Offices Closed Thursday Due to Weather https://t.co/FZbQxOj5hK https://t.co/x2agAs6k7V,971747393099239427,,Boston,,2018-03-08 14:00:07,JAMN945,19669694
366,Thousands without power as nor'easter buries Maine in snow https://t.co/snWUTvtpBo,971747288874971136,,Boston,,2018-03-08 13:59:42,CarolineBarlow,2784013948
369,MBTA Commuter Train Derails in Wilmington https://t.co/D6aY3NMuHs https://t.co/l6uc3IrcKv,971746276843941893,,Boston,,2018-03-08 13:55:41,TheBull1017,2565327282
370,RT @JAMN945: MA Offices for Non-Emergency State Exec. Branch Employees Closed Thursday https://t.co/El59Y8mqAN https://t.co/QhWFXsnuKg,971746215149948928,,"Other, not MA or NY",,2018-03-08 13:55:26,ketori86,138943502
371,"Watertown Public Schools are closed today, March 8 due to the storm. Stay safe, Watertown! https://t.co/aoqNSILLHM",971746208673943552,,NY,,2018-03-08 13:55:24,watertowntab,18242076
372,Here’s how many are without power following the powerful storm https://t.co/nH7IAiai9F https://t.co/ZnOyCnVTAy,971745672520232960,,Boston,,2018-03-08 13:53:17,NECN,9907172
373,"Hey! Please remember to shovel a path at least 30"" wide, and clear curb cuts, fire hydrants and storm drains.

If y… https://t.co/SeVW8y1hXj",971745608217382912,,Somerville,,2018-03-08 13:53:01,aliothsan,107913797
375,@DeanWenner @witathletics @WIT_XCTF Beat the storm and got down here yesterday!,971745288816820224,,Boston,,2018-03-08 13:51:45,5thgoldenticket,525743112
377,MBTA Commuter Train Derails in Wilmington https://t.co/eahzfCyoht https://t.co/gownAIB54a,971745202472931328,,Boston,,2018-03-08 13:51:25,Kiss108,19667589
383,Snow Totals From March 7-8 Nor'easter https://t.co/XNQ7zZKtIW,971744039807709184,,Boston,,2018-03-08 13:46:47,bostonevolution,1017877152
385,"RT @radiobenparker: A lot of #storm damage in #Northborough.  Trees and lines down, heavy wet snow blankets the town. https://t.co/OQsYIuAg…",971743700060655616,,Boston,,2018-03-08 13:45:26,wbznewsradio,26513255
386,MBTA Commuter Train Derails in Wilmington https://t.co/hZzuoa5QH1 https://t.co/JLFvyE1bxq,971743636839952385,,Boston,,2018-03-08 13:45:11,wzlx,19079788
387,MBTA Commuter Train Derails in Wilmington https://t.co/CNgfME6LfS https://t.co/D3tV29hW3v,971743613813174274,,Boston,,2018-03-08 13:45:06,wbznewsradio,26513255
388,"A lot of #storm damage in #Northborough.  Trees and lines down, heavy wet snow blankets the town. https://t.co/OQsYIuAglV",971743599409983488,,Boston,,2018-03-08 13:45:02,radiobenparker,202582600
389,"All things considered, this storm might have been perfect timing.",971743265077780480,,Boston,,2018-03-08 13:43:43,JussGreg,17940394
390,@Revere311 do you think someday they can take care of the drainage issue next to the Ocean650 Apartments   A LAKE F… https://t.co/jRsWNFS1X0,971742862525247489,,Boston,,2018-03-08 13:42:07,bostoneventgirl,18682684
391,Never Take For Granted The Ability To Work From Home As A Great Benefit. The Weather No Matter Where You Are Is Cha… https://t.co/gIUFZf6ogw,971742777775190018,,Boston,,2018-03-08 13:41:46,Anthony_V_Hines,130528362
392,"@KeefeForRevere I think it's STORM

then Revere",971742521570353154,,Boston,,2018-03-08 13:40:45,lisa_holla,363133703
393,Snow Totals From March 7-8 Nor'easter https://t.co/I0xWXG0SWH,971742472249446400,,Boston,,2018-03-08 13:40:34,977RnB,815975843314991104
398,RT @Kiss108: Nor'easter Slams Massachusetts; 320K Without Power https://t.co/2CYopJozJB https://t.co/ajYr3akBOM,971741139207360512,,"Other, not MA or NY",,2018-03-08 13:35:16,jennljordan75,2614799360
403,Nor'easter Slams Massachusetts; 320K Without Power https://t.co/g7G6ZDIXJH https://t.co/QbwIlQtFVW,971740791033999360,,Boston,,2018-03-08 13:33:53,TheBull1017,2565327282
404,MBTA Commuter Train Derails in Wilmington https://t.co/Ygxar7MmJr https://t.co/5b4k5dWcn4,971740782037291010,,Boston,,2018-03-08 13:33:51,JAMN945,19669694
406,Parts of the northeast were clobbered with heavy snow and high winds yesterday and overnight. Meteorologist… https://t.co/de4twNHWcs,971740651053203456,,"Other, not MA or NY",,2018-03-08 13:33:19,WeatherNation,25531732
407,"Remember Republican moral outrage, not to mention impeachment proceedings, when Bill Clinton was caught having... https://t.co/hWyDDsieXt",971740362204119041,,Boston,,2018-03-08 13:32:11,sholemepstein,119873088
409,"Due to the winter storm, morning classes are canceled on Thursday, March 8th. The GrubStreet office will open at no… https://t.co/W2Ob1GVXb6",971739883189383175,,Boston,,2018-03-08 13:30:16,GreatReadsBOS,712705852193566720
410,Nor'easter Slams Massachusetts; 320K Without Power https://t.co/2CYopJozJB https://t.co/ajYr3akBOM,971739810401542146,,Boston,,2018-03-08 13:29:59,Kiss108,19667589
415,Nor'easter Slams Massachusetts; 320K Without Power https://t.co/FMZG1YLZnY,971738734164049920,,Boston,,2018-03-08 13:25:42,bostonevolution,1017877152
416,Second nor'easter in a week blasts New England https://t.co/CRpbWDn8WX,971738666887536641,,Boston,,2018-03-08 13:25:26,HotpageNews,1011339350
417,"Due to today’s storm, Greater Boston Legal Services and Cambridge and Somerville Legal Services will open at 10:00AM.",971738408778371072,,Boston,,2018-03-08 13:24:25,BostonLegalAid,1408705320
418,Nor'easter Slams Massachusetts; 320K Without Power https://t.co/NpQdfq9Mm4 https://t.co/TIiXgIR8jd,971738352666980352,,Boston,,2018-03-08 13:24:11,wzlx,19079788
419,Nor'easter Slams Massachusetts; 320K Without Power https://t.co/EaJo6CwbTj https://t.co/fNSKt46o3D,971738351760965632,,Boston,,2018-03-08 13:24:11,wbznewsradio,26513255
420,Nor'easter update...forecasting the final hours of this storm and looking ahead to...well...just read...… https://t.co/eOTuH3mXwq,971738087737974784,,Boston,,2018-03-08 13:23:08,TerryWBZ,48377323
422,Having relationship issues? Need some advice? Your girl @angelayee is here to help! #AskYee is coming up next! Give… https://t.co/oqx457WeaH,971737338647859200,,Boston,,2018-03-08 13:20:10,JAMN945,19669694
423,Nor'easter Slams Massachusetts; 320K Without Power https://t.co/lZLc582QvD https://t.co/PyNvCaASIR,971737277150920704,,Boston,,2018-03-08 13:19:55,977RnB,815975843314991104
424,Beautiful aftermath of the storm but somehow I think this walk will be cut short #noreaster https://t.co/Utau4HwNg8,971736974250868736,,Boston,,2018-03-08 13:18:43,DanielaJPalombo,881326170
426,"Ok, this storm wasn't a big one for me, but considering I was expecting mostly rain, 3.5"" was awesome!  Thumped for… https://t.co/e1nswDBfE8",971736788350963713,,"Other, not MA or NY",,2018-03-08 13:17:58,mike61400,1074088987
427,@rycrist Makes me glad my internet is down because of storm. Have you seen Black Mirror White Xmas yet? Hope you have a great day!,971736615839297536,,Boston,,2018-03-08 13:17:17,GlenGracia,14858754
428,Good Morning and Happy Women’s Day !!! Due to the Severe snow storm Red Lentil will be close for lunch today. We... https://t.co/AyrjMg8uvb,971736575502635008,,NY,,2018-03-08 13:17:08,RedLentil600,216494063
430,"Due to the winter storm, morning classes are canceled on Thursday, March 8th. The GrubStreet office will open at no… https://t.co/RtF0wIGJ1Z",971736444090966016,,Boston,,2018-03-08 13:16:36,GrubWriters,22642056
431,Personnel are working 24/7 at the @MassDOT Highway Operations Center to coordinate storm response and help deploy r… https://t.co/esEDEBBs1C,971736104226476032,,Boston,,2018-03-08 13:15:15,pmarvin123,2516570035
433,"As Nor’Easter Moves Out, Another Storm Possible Monday https://t.co/agDFvpOzXI https://t.co/hUX5U8rGOf",971735799963283457,,Boston,,2018-03-08 13:14:03,boston_informer,297957512
435,Nor'easter Slams Massachusetts; 320K Without Power https://t.co/Rc76tfXug5 https://t.co/BO4OTJDUqL,971735611097997313,,Boston,,2018-03-08 13:13:18,JAMN945,19669694
436,"RT @mikerass: Storm moves up East Coast dumping snow, knocking out power https://t.co/xS1Ffx1bIi",971735535231422464,,NY,,2018-03-08 13:13:00,Pucemargine,54308395
437,"@elmismisimoCSM Thanks 😏. I hear of another storm next week, we'll see it's still early. Hope you have a great day yourself ☕️🍩👊💙❄️🌨",971735512536027137,,Boston,,2018-03-08 13:12:54,HeartEyes4Brady,119891888
438,"Briefly lost internet, then power during the storm. I know, because my @amazon Echo woke me up at 1 am to tell me so. #Alexa #echo",971735448237367323,,Boston,,2018-03-08 13:12:39,MeghanWeir,195858204
439,"A White House taken by storm(y)
https://t.co/FrscG5qKQP",971735393916907520,,Boston,,2018-03-08 13:12:26,AJVillali,128549847
440,@jreineron7 Noooooo!!! NOT DURING STORM FORCE COVERAGE! https://t.co/4mo83dCqsB,971734946372050944,,Boston,,2018-03-08 13:10:39,brettisyelling,29377888
441,"As Nor’Easter Moves Out, Another Storm Possible Monday (via @TerryWBZ ) https://t.co/31TgAtvlTw https://t.co/dbAI0TTsb2",971734908434513921,,Boston,,2018-03-08 13:10:30,wbz,16334139
442,@FedExHelp @FedEx any delays in overnight shipments from Boston to NY due to the storm?,971734711084158981,,Boston,,2018-03-08 13:09:43,Mack_Freedman,1941547890
443,MA Offices for Non-Emergency State Exec. Branch Employees Closed Thursday https://t.co/M8ZDI8ixfC https://t.co/auSdA0Iba3,971734621397422080,,Boston,,2018-03-08 13:09:22,Kiss108,19667589
444,MA Offices for Non-Emergency State Exec. Branch Employees Closed Thursday https://t.co/TIci5UhyDd https://t.co/obTsg0K7YA,971734564040257536,,Boston,,2018-03-08 13:09:08,TheBull1017,2565327282
445,Sun almost out on Kendall sq. storm over https://t.co/ieL0rWjysl,971734471815942144,,Cambridge,,2018-03-08 13:08:46,NelloMainolfi,3174406647
447,Updated storm and seasonal snow totals for Boston and Worcester https://t.co/qn8rkXGhko,971733912509669377,,Boston,,2018-03-08 13:06:33,TerryWBZ,48377323
448,@ericfisher @WeLoveWeather @WeatherNation @WCVB @BobVanDillen @NBC10Boston - West Quincy MA - Storm Quinn https://t.co/YZzVhF9456,971733451798925312,,Boston,,2018-03-08 13:04:43,renegadesistah,520035120
449,MA Offices for Non-Emergency State Exec. Branch Employees Closed Thursday https://t.co/nBDqn4eEyS,971733436418482176,,Boston,,2018-03-08 13:04:39,bostonevolution,1017877152
450,"Winter storm, power outages and you have 1 person at the desk in Andover? @HiltonHotels @HomewoodSuites",971733314917847040,,Boston,,2018-03-08 13:04:10,rogacks,217894604
452,MA Offices for Non-Emergency State Exec. Branch Employees Closed Thursday https://t.co/oCdyVYGaIv https://t.co/4f3DsLt6lQ,971733024156127232,,Boston,,2018-03-08 13:03:01,wbznewsradio,26513255
453,MA Offices for Non-Emergency State Exec. Branch Employees Closed Thursday https://t.co/ggYvnnEgK3 https://t.co/QXyknNpA99,971733022990127104,,Boston,,2018-03-08 13:03:01,wzlx,19079788
454,RT @wbz: @MassGovernor has announced that all offices for non-emergency state executive branch employees will be closed today due to the st…,971732882787065857,,"Other, not MA or NY",,2018-03-08 13:02:27,JorgeMarimon3,748817637753298944
456,@MassGovernor has announced that all offices for non-emergency state executive branch employees will be closed today due to the storm.,971732789648351232,,Boston,,2018-03-08 13:02:05,wbz,16334139
457,This storm is such a pain to shovel because of the half an Inch of complete slop at the bottom. Back breaker snow https://t.co/h6nEDiaaXy,971732668768571392,,"Other, not MA or NY",,2018-03-08 13:01:36,BostonMetroWx,717095249810735104
460,"Storm moves up East Coast dumping snow, knocking out power https://t.co/xS1Ffx1bIi",971732415088676864,,Boston,,2018-03-08 13:00:36,mikerass,14287573
462,Republicans flee the storm over Stormy Daniels and President Trump https://t.co/Y06fmZ3alW,971732202743615488,,Boston,,2018-03-08 12:59:45,DalCoger,29582556
463,"RT @boston25: We are not out of the snowy woods yet!

@boston25 News is LIVE NOW at 8 am.

@ShiriSpear has your updated storm forecast.

We…",971732196473163778,,NY,,2018-03-08 12:59:44,conlin_mciver,954673858480664576
464,"Quick intermission with dry weather this weekend and seasonable temps, before I'm tracking ANOTHER coastal storm st… https://t.co/k7eSnSFmyo",971732103921577984,,Boston,,2018-03-08 12:59:22,WrenClair7,3235429686
465,@FramSource @jmadelman @EversourceMA I live in Framingham and trees are falling around my house. I am afraid of tre… https://t.co/0Z7FBYmHrm,971732100008333314,,Boston,,2018-03-08 12:59:21,magiseif,750123
466,"We are not out of the snowy woods yet!

@boston25 News is LIVE NOW at 8 am.

@ShiriSpear has your updated storm for… https://t.co/tkOR7pzOT0",971732012989116416,,Boston,,2018-03-08 12:59:00,boston25,19665244
467,MA Offices for Non-Emergency State Exec. Branch Employees Closed Thursday https://t.co/LSsdh7dHcn https://t.co/HlsyAjpQyN,971731923017101312,,Boston,,2018-03-08 12:58:39,977RnB,815975843314991104
469,"Due to the hazardous winter weather conditions in Boston, our office will be opening at 11:00 AM EST. We thank you… https://t.co/jzj5wduAmq",971731752849944577,,Boston,,2018-03-08 12:57:58,CarneySandoe,146546112
470,Snow!! #Storm #NorEaster #Boston #City #Spring #JustGoShoot #NoFilter #FindBeautyInEverything… https://t.co/SxhBEmV6vk,971731550026035201,,Boston,,2018-03-08 12:57:10,JulesinBOS,104708634
472,Walked to the train station in the shitstorm while listening to Riders of The Storm. I don’t think I’d mind snow as… https://t.co/VZis9s4RzI,971730882485776384,,Boston,,2018-03-08 12:54:30,WubsonOfficial,397411039
474,Real ass storm,971730329982656512,,Boston,,2018-03-08 12:52:19,mcough,25014230
475,MA Offices for Non-Emergency State Exec. Branch Employees Closed Thursday https://t.co/El59Y8mqAN https://t.co/QhWFXsnuKg,971730324714655744,,Boston,,2018-03-08 12:52:17,JAMN945,19669694
476,"With all of these storm's,  some of our friends and family  have damaged or lost there homes. We… https://t.co/fYOZB9btSS",971730282637389824,,NY,,2018-03-08 12:52:07,FDSterritt,196163699
477,Always remember the strength within you is greater than any storm.  #ThursdayMotivation #InternationalWomansDay https://t.co/2Pcean4K5M,971730185350467584,,Boston,,2018-03-08 12:51:44,boston_girl79,718125420357492736
479,Winter Storm 3.8.18 morning @UberManYouTube @Uber @UberFacts @MiamiHerald @nuriapiera @DiarioLibre @ListinDiario Es… https://t.co/zsfIT9vL9z,971729833163182080,,Boston,,2018-03-08 12:50:20,santosrideshare,908684500271550464
481,#DonkeyOfTheDay is coming up in 10 minutes! Who do you think should get it today? Let @cthagod know!… https://t.co/72rSTsbRjO,971729782881882114,,Boston,,2018-03-08 12:50:08,JAMN945,19669694
483,"The Museum is closed today, 8 March, due to the winter storm.",971729131166732288,,Boston,,2018-03-08 12:47:33,USSConstMuseum,289944228
485,@put4459 @JMFTrepanier That's what I'm thinking. Another storm is coming next week 😖,971728833991888897,,Boston,,2018-03-08 12:46:22,HeartEyes4Brady,119891888
487,We just had to lose power in the middle of this winter storm huh 😧. They promised me light when I left Nigeria,971728564214206465,,Boston,,2018-03-08 12:45:18,Nkem_M,361501263
490,From my window: snow storm continuing this morning. Not actually expecting us to have a snow day though… https://t.co/2kTwbUT4PL,971727900369145856,,Boston,,2018-03-08 12:42:39,BorimYoon,857475589413851136
492,I went to market basket in Haverhill last night to stock up. The store was empty.  No shoppers. It was then that I… https://t.co/NwqF98qtoN,971727390253682688,,Boston,,2018-03-08 12:40:38,johnguilfoil,112073654
494,"Spring in Boston is tulips. They've started poking up out of the ground here, but the weather has turned cold again… https://t.co/MupjdXE1J4",971727163841044480,,Boston,,2018-03-08 12:39:44,yeiou,14089427
495,Last week's storm toppled our back fence. This storm only added insult to injury.… https://t.co/Cpbqj1BAHH,971727157448896512,,NY,,2018-03-08 12:39:42,DianajewellD,3293544166
498,"i woke up at 5 am, commuted an hour in a snow storm, to work my job, make barely above minimum wage, to be treated like shit by customers",971726944847966208,,Boston,,2018-03-08 12:38:52,BeccaL_ynn,725839422617468928
502,It’s #housingday @Harvard and all I can think as I watch the  #MatherHouse residents get ready to storm the yard is… https://t.co/OrvLShuSiU,971726644766527489,,Cambridge,,2018-03-08 12:37:40,kate_pukinskis,763736653726908416
504,Haven’t seen trees do this since the “October Surprise” storm when @garvin77 &amp; I lived in Buffalo in 2006! We were… https://t.co/O0NtqE7KIJ,971726478890229761,,Boston,,2018-03-08 12:37:01,AlyshaNBCBoston,44621650
507,"From Audrey Lee @Sunrun - “As another storm moves up the East Coast, MA households now have a safe, clean, reliable… https://t.co/0O0Ws0mbKB",971725903234560000,,Cambridge,,2018-03-08 12:34:43,jennie_hatch,15939399
510,"@EricBlake12 We got about 3-4 inches here in Somerville. I thought two days ago it would be 2"" and then yesterday m… https://t.co/1rvdFQRzpv",971725500778450945,,Boston,,2018-03-08 12:33:07,MJVentrice,1710881768
511,@KannanBoston And clam shacks! 😔 https://t.co/dGPlocIJlp,971725058161958913,,Boston,,2018-03-08 12:31:22,TheBostonWriter,65036606
513,who wants to work during a snow storm like let me go home so i can lay in bed and play video games https://t.co/OoqjwL0437,971724887701315584,,Boston,,2018-03-08 12:30:41,nathanxryan,48531048
516,. @tydollasign is coming to #Boston on #StPatricksDay and we have your #FREE tickets plus youll get to meet him! Yo… https://t.co/uuPRqaErqY,971724831220813826,,Boston,,2018-03-08 12:30:28,JAMN945,19669694
517,@JadiannTV @7News When you made the storm team box. I think you’ve really made it. 😀😀🤪,971724805346127872,,"Other, not MA or NY",,2018-03-08 12:30:22,jfp128,612938915
518,That’s some heavy snow but we kept our power for this storm 👍@AccuRayno https://t.co/6MeCW8kPLZ,971724775222628352,,Boston,,2018-03-08 12:30:14,meganmargulies,4054050855
519,Lost a large branch of my maple tree in the storm last night. Sad to see that since it is a… https://t.co/M3xz6TllzJ,971724214246887424,,Boston,,2018-03-08 12:28:01,artINSUR,89883602
522,"besides, there’s so much beauty in a storm",971723899506446336,,Boston,,2018-03-08 12:26:46,badkid_carter,139076975
523,The second winter storm in a week is expected to dump more than a foot of snow onto some New England communities. https://t.co/uZfsSSG1rr,971723599370473474,,Boston,,2018-03-08 12:25:34,talk1430,3246271363
527,"Winter Storm Warning until 1:00 PM EST on March 08, 2018",971722774678048768,,Boston,,2018-03-08 12:22:17,NUWxSTEM,795645416473853954
529,@dawny005 Work delay until noon but don’t think I’m going today. Good thing I fly to Atlanta tomorrow. Monday we having another storm,971722529802014721,,Boston,,2018-03-08 12:21:19,cdan871,4765727276
530,"Today at USA, Boston
We have a Storm my home wifi went down hopefully I won't looze my house energy",971722299329130496,,Boston,,2018-03-08 12:20:24,SwaggersTheKid,3908172854
534,Storm Advisory: 3/7/18 https://t.co/gz9x6udTi8 https://t.co/pxiL2vpAMq,971722098665312257,,Boston,,2018-03-08 12:19:36,nhl_zesty,762730814799024129
535,@claudiartate We just missed the memo that the actual storm was today,971721855265583104,,Boston,,2018-03-08 12:18:38,andreacruz92,117269098
536,These snow storm are getting ridiculous. https://t.co/rVffTAsB5u,971721784033775616,,Boston,,2018-03-08 12:18:21,jputt,22653318
537,2nd time in 6 days we lost power because of a winter storm ... when it’s supposed to be spring. Nice to wake up to a 57-degree house.,971721590772822016,,Boston,,2018-03-08 12:17:35,MikeMcMahonPW,315198575
538,"we are sorry, but we are closed today due to the snow storm - 😡
we will be open tomorrow unless it keeps on snowing… https://t.co/byfTLpCFdt",971721586830168064,,NY,,2018-03-08 12:17:34,TelephoneMuseum,1053219876
544,Marshfield Town Admin says sea wall seems to have held overnight during the storm. Crews placed 500 tons of boulde… https://t.co/LF15WMbMNf,971720786414329856,,Boston,,2018-03-08 12:14:23,Boston_CP,70291924
546,The House will be closed today due to the winter storm. Stay safe!,971720711793446914,,Boston,,2018-03-08 12:14:06,SpeakerDeLeo,2389606585
547,"Schools are closed, snow is still falling -- check the latest update on the storm here: https://t.co/rpchRAiMwg",971720697839063042,,Boston,,2018-03-08 12:14:02,WBUR,2996801
550,@MassDOT great job on the highways with this storm. Drove into work on 93 South from Charlestown to Milton and the… https://t.co/J7B9kFBLB3,971720435976032256,,NY,,2018-03-08 12:13:00,SkyDeuce714,254874463
553,@marty_walsh @BostonPWD great job on the city’s streets with this storm. Driving into work from Charlestown through… https://t.co/dfIDNMNriQ,971720100549099520,,NY,,2018-03-08 12:11:40,SkyDeuce714,254874463
558,"We will be closed today due to the winter storm. Stay safe, everyone! #MAsnow #maedu https://t.co/eOFiFZzs3Z",971719446724259840,,NY,,2018-03-08 12:09:04,MASchoolsK12,2802180944
559,I should have went into the office yesterday tbh. Car is more than a little buried and I don't want to deal with th… https://t.co/OUsj8TJnHC,971719426839121920,,Boston,,2018-03-08 12:08:59,1862011,205415982
560,"I’m not going to lie, I’m enjoying this snow storm.  Hoping this is the last of the season",971719424075059200,,Boston,,2018-03-08 12:08:59,CassieSutton23,577356362
561,This storm is worse than the last one...jeesh!,971719305971847168,,Boston,,2018-03-08 12:08:30,GetUpCrew969,1229986141
562,Charlie Baker announces all non-emergency state offices are now closed due to storm wcvb https://t.co/jvARrh7MMG,971719254360944641,,Boston,,2018-03-08 12:08:18,Boston_CP,70291924
565,City hall will be closed today due to the storm. Stay safe!,971718834762715139,,NY,,2018-03-08 12:06:38,MayorofMedford,4794869608
566,"Due to the storm, all City buildings will have a morning delay. Buildings will open at 12PM, except for the... https://t.co/TtWyv5X0M1",971718790470873088,,NY,,2018-03-08 12:06:27,cityofeverettma,63168889
567,This was three days ago. We have another storm approaching Sunday. #NFIP #NorEaster2018 https://t.co/5HwWYvhHH3,971718376065306624,,Boston,,2018-03-08 12:04:49,JimMorrisonBT,444182726
568,"Oh good, a major snow storm in March. Perfect 👌🏻",971718373888417792,,Boston,,2018-03-08 12:04:48,SammyJHurwitz,305797406
577,#Marshfield Town Admin says sea wall seems to have held overnight during the storm. Crews placed 500 tons of boulde… https://t.co/f2v3ljT5vu,971717357977718784,,Boston,,2018-03-08 12:00:46,seracongi,28078802
578,In honor of #TBT the @breakfastclubam has @Ugodofwutang in studio next! Not by your radio? You can stream the inter… https://t.co/X2U5U1MP5p,971717289518292993,,Boston,,2018-03-08 12:00:30,JAMN945,19669694
583,My moms alarm sounds like the fortnite timer for when the storm is shrinking 😂😂,971716663077941248,,Boston,,2018-03-08 11:58:00,theashbee7,150312477
586,RT @NECN: Officials with the MBTA are urging customers to allow for extra travel time during the morning commute due to storm cleanup. http…,971716289701011456,,Boston,,2018-03-08 11:56:31,PKGM,42510072
587,@NsfwWx u blew this storm ull blow mondays to,971716224777375745,,Boston,,2018-03-08 11:56:16,bceltics857,239548305
588,MetroWest one of the areas taking a big hit from this storm. Framingham got nearly a foot of snow. Several other ar… https://t.co/mgxJbZ8Rlj,971716218062286849,,Boston,,2018-03-08 11:56:14,Boston_CP,70291924
589,When a snow storm is forecasted to hit so you attempt to get some milk and bread but the store is empty like a torn… https://t.co/lPPy64hHYv,971716105684373506,,Boston,,2018-03-08 11:55:47,TheAuthorDoris,4766562087
590,@sarahlee626 Good Morning and Thank you Sarah. I've had enough of this snow and they are saying another storm next… https://t.co/UnVttmpbFQ,971715602258808836,,Boston,,2018-03-08 11:53:47,HeartEyes4Brady,119891888
592,Winter storm #Quinn hammered us. We lost power and the heavy wet snow is bringing down trees. But the backyard sure… https://t.co/Ym5rpysPDU,971715312709226496,,Boston,,2018-03-08 11:52:38,AdventurousMoms,83475229
593,"RT @BillForry: Another Dorchester institution on Columbia Point is closed today due to storm. UMass and BC High also closed today- Thurs, M…",971715171122114560,,NY,,2018-03-08 11:52:05,DotNews,476105634
596,Non-emergency executive branch employees in Massachusetts have an 11 a.m. start time Thursday due to storm.   #mapoli,971715139006234624,,Boston,,2018-03-08 11:51:57,statehousenews,24958792
597,Our Team @JetBlue BOS in great spirits and ready to resume operations @BostonLogan from Winter Storm Quinn.… https://t.co/RSnv5RGGbM,971714880687558657,,Boston,,2018-03-08 11:50:55,NStrissel,855646801
598,#BreakingNews: @MassGovernor announces all non-emergency state offices are now closed due to storm #wcvb,971714812135829505,,Boston,,2018-03-08 11:50:39,antoinetteA,28164582
601,Majority of Massachusetts under winter storm warning as nor’easter brings heavy snow https://t.co/Vb4khGlX2R,971714732225908736,,Boston,,2018-03-08 11:50:20,Boston_CP,70291924
603,Another Dorchester institution on Columbia Point is closed today due to storm. UMass and BC High also closed today-… https://t.co/wCeYMxsrJM,971714612231114752,,NY,,2018-03-08 11:49:51,BillForry,27939908
604,Officials with the MBTA are urging customers to allow for extra travel time during the morning commute due to storm… https://t.co/rrLuFOEN3U,971714417539895301,,Boston,,2018-03-08 11:49:05,NECN,9907172
605,This storm is disgusting. The roads aren't awful but they're not wonderful! That being said- there are a few traffi… https://t.co/B0YM3zRPI8,971714372375629825,,Boston,,2018-03-08 11:48:54,mikbyr_,746165380599644160
606,"The answer was:

Four!

Unintentionally today as well.
Everyday Cosplay.
Bane storm coat.
Arkham sweatshirt.
X-Men… https://t.co/S2GyBkPPw8",971714320315899905,,NY,,2018-03-08 11:48:42,revsully,384030408
611,update from @CharlieBakerMA: no work today for non-emergency state executive branch employees due to storm @NBC10Boston,971714027331219457,,Boston,,2018-03-08 11:47:32,CDelNBCBoston,28098676
613,JUST IN: Mass. Gov. Baker announces all non-emergency state executive branch offices are closed due to ongoing stor… https://t.co/BrMAASm9is,971713748107964416,,Boston,,2018-03-08 11:46:25,NECN,9907172
618,@bgayathri @ChiniZyaada @MadrasMDK @miniOscope 😊 the snow amount is kind of typical for these parts. But it came la… https://t.co/3PmbUelRkI,971713069301796864,,Boston,,2018-03-08 11:43:43,redTinted,20087594
620,@kimkhazei @adamwilliamsTV  are you guys dropping by for your snow storm coffee before shift?? https://t.co/Cy922NaSG8,971712984899903488,,Boston,,2018-03-08 11:43:23,cuppacoffeeMA,179819782
623,@pismoeyedoc @LoriMoreno @AkashaGarnier @alaskatracy @DrBobbyS @Jessicasquared9 @DrDeniseMD @md @USCEye… https://t.co/AFzk2VOQey,971712612806352897,,Boston,,2018-03-08 11:41:55,BethFratesMD,730021628
624,MetroWest one of the areas taking a big hit from this storm. Framingham got nearly a foot of snow. Several other ar… https://t.co/lG5I1hDtFm,971712583907598337,,Boston,,2018-03-08 11:41:48,antoinetteA,28164582
626,"@storm_wx Dude, you want more bags of espresso roast? I’ve gotchu 👄👌",971712501166551040,,Boston,,2018-03-08 11:41:28,Talcen,491293942
628,"The Morning After the Storm in New England = Snow Day Today! ❄️☃️

#NewEnglandWeather #SnowStorm #snowday2018 #snow… https://t.co/VKWT1hKWNv",971712401627340801,,Boston,,2018-03-08 11:41:04,BethFratesMD,730021628
629,"LIVE weather and traffic updates every 10 minutes.

Watch for @ShiriSpear storm reports on @boston25 Morning News.… https://t.co/HOgMhwKhBT",971712283700285440,,Boston,,2018-03-08 11:40:36,boston25,19665244
638,What's your day looking like in this storm?,971710287060570112,,Boston,,2018-03-08 11:32:40,Country1025WKLB,23515409
639,"Heavy, brutal snow storm in the #Boston area: a foot of icy, heavy snow and it is still coming down https://t.co/clAmRvOzbJ",971710131695218693,,Boston,,2018-03-08 11:32:03,JuliaGrantham2,2796334270
640,Majority of Massachusetts under winter storm warning as nor’easter brings heavy snow https://t.co/psfThZhqtD,971709867558883328,,Boston,,2018-03-08 11:31:00,7News,16558796
641,"Now at 6:30AM on #WBZ
- @DanielleWBZ4 has the latest on the storm
- @NickGNews is in #Natick with a closer look at… https://t.co/x03YmyJdGW",971709760973262848,,Boston,,2018-03-08 11:30:35,svneely,344085689
